name,assetPath,previewPath,weaponClass,weaponModelType,promptCategory,prompt
"Straight Greatsword","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/Straight Greatsword.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Straight Greatsword.png","StraightSword","Weapon","greatsword","Create a single game inventory icon PNG of 'Straight Greatsword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact blade length, blade width, guard silhouette, grip length, and pommel silhouette from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal, wood, or leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the greatsword. Do not change proportions, do not add extra ornaments, and do not add painterly texture. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Straight Sword","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/Straight Sword.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Straight Sword.png","StraightSword","Weapon","sword","Create a single game inventory icon PNG of 'Straight Sword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact blade length, blade width, guard silhouette, grip length, and pommel silhouette from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal, wood, or leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the sword. Do not change proportions, do not add extra ornaments, and do not add painterly texture. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Verdant Axe","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/Verdant Axe.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Verdant Axe.png","StraightSword","Weapon","axe","Create a single game inventory icon PNG of 'Verdant Axe'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact handle length, blade size, blade angle, and head silhouette from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simple wood and natural accents with minimal surface noise. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the axe. Do not widen the blade, do not curve the handle, do not add extra spikes, engravings, or painterly texture. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"War Banner 01","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/War Banner 01.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/War Banner 01.png","Spear","Weapon","polearm","Create a single game inventory icon PNG of 'War Banner 01'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shaft length, shaft thickness, head size, head placement, and tip silhouette from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal, wood, or leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the polearm. Do not change shaft length, do not enlarge the head, do not add banners, hooks, tassels, or ornaments unless already visible in the reference. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"War Banner 02","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/War Banner 02.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/War Banner 02.png","Spear","Weapon","polearm","Create a single game inventory icon PNG of 'War Banner 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shaft length, shaft thickness, head size, head placement, and tip silhouette from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal, wood, or leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the polearm. Do not change shaft length, do not enlarge the head, do not add banners, hooks, tassels, or ornaments unless already visible in the reference. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"War Banner 03","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/War Banner 03.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/War Banner 03.png","Spear","Weapon","polearm","Create a single game inventory icon PNG of 'War Banner 03'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shaft length, shaft thickness, head size, head placement, and tip silhouette from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal, wood, or leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the polearm. Do not change shaft length, do not enlarge the head, do not add banners, hooks, tassels, or ornaments unless already visible in the reference. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"War Banner 04","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/War Banner 04.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/War Banner 04.png","Spear","Weapon","polearm","Create a single game inventory icon PNG of 'War Banner 04'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shaft length, shaft thickness, head size, head placement, and tip silhouette from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal, wood, or leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the polearm. Do not change shaft length, do not enlarge the head, do not add banners, hooks, tassels, or ornaments unless already visible in the reference. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"War Banner 05","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/War Banner 05.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/War Banner 05.png","Spear","Weapon","polearm","Create a single game inventory icon PNG of 'War Banner 05'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shaft length, shaft thickness, head size, head placement, and tip silhouette from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal, wood, or leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the polearm. Do not change shaft length, do not enlarge the head, do not add banners, hooks, tassels, or ornaments unless already visible in the reference. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Wooden Glaive","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/Wooden Glaive.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Wooden Glaive.png","Spear","Weapon","polearm","Create a single game inventory icon PNG of 'Wooden Glaive'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shaft length, shaft thickness, head size, head placement, and tip silhouette from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use broad simple wood planes, no detailed grain illustration. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the polearm. Do not change shaft length, do not enlarge the head, do not add banners, hooks, tassels, or ornaments unless already visible in the reference. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Wooden Great Hammer","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Dungeon Generated/Wooden Great Hammer.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Wooden Great Hammer.png","StraightSword","Weapon","blunt","Create a single game inventory icon PNG of 'Wooden Great Hammer'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact handle length, handle thickness, head size, head silhouette, and all major spikes or stone masses from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use broad simple wood planes, no detailed grain illustration. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the weapon. Do not enlarge the head, do not add more spikes, stones, wraps, pendants, cracks, or painterly details than shown in the prefab reference. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Archer Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Archer Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Archer Shield.png","MediumShield","Shield","shield","Create a single game inventory icon PNG of 'Archer Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal and leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Banded Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Banded Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Banded Shield.png","LightShield","Shield","shield","Create a single game inventory icon PNG of 'Banded Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal and leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Banded Tower Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Banded Tower Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Banded Tower Shield.png","MediumShield","Shield","shield","Create a single game inventory icon PNG of 'Banded Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal and leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Beast Crest Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Beast Crest Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Beast Crest Shield.png","LightShield","Shield","shield","Create a single game inventory icon PNG of 'Beast Crest Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Keep heraldic ornament broad and simplified, never intricate. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Beast Tower Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Beast Tower Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Beast Tower Shield.png","MediumShield","Shield","shield","Create a single game inventory icon PNG of 'Beast Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal and leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Chevron Tower Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Chevron Tower Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Chevron Tower Shield.png","MediumShield","Shield","shield","Create a single game inventory icon PNG of 'Chevron Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal and leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Cross Shield 02","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Cross Shield 02.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Cross Shield 02.png","MediumShield","Shield","shield","Create a single game inventory icon PNG of 'Cross Shield 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal and leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Cross Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Cross Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Cross Shield.png","LightShield","Shield","shield","Create a single game inventory icon PNG of 'Cross Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal and leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Cross Tower Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Cross Tower Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Cross Tower Shield.png","MediumShield","Shield","shield","Create a single game inventory icon PNG of 'Cross Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal and leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Crown Shield 02","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Crown Shield 02.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Crown Shield 02.png","MediumShield","Shield","shield","Create a single game inventory icon PNG of 'Crown Shield 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Keep heraldic ornament broad and simplified, never intricate. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Crown Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Crown Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Crown Shield.png","LightShield","Shield","shield","Create a single game inventory icon PNG of 'Crown Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Keep heraldic ornament broad and simplified, never intricate. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Crown Tower Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Crown Tower Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Crown Tower Shield.png","MediumShield","Shield","shield","Create a single game inventory icon PNG of 'Crown Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Keep heraldic ornament broad and simplified, never intricate. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Crusader Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Crusader Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Crusader Shield.png","LightShield","Shield","shield","Create a single game inventory icon PNG of 'Crusader Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal and leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Dagger","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Dagger.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Dagger.png","StraightSword","Weapon","dagger","Create a single game inventory icon PNG of 'Dagger'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact blade length, blade width, guard size, grip length, and pommel silhouette from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal, wood, or leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the dagger. Do not add extra guard detail, extra serration, gem inlays, or painterly texture. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Fleur Shield 02","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Fleur Shield 02.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Fleur Shield 02.png","MediumShield","Shield","shield","Create a single game inventory icon PNG of 'Fleur Shield 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Keep heraldic ornament broad and simplified, never intricate. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Fleur Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Fleur Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Fleur Shield.png","LightShield","Shield","shield","Create a single game inventory icon PNG of 'Fleur Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Keep heraldic ornament broad and simplified, never intricate. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
